OFFICIAL DRAW FOR YORKTON      
Performance: 1. Friday 4 @ 7:00PM
Performance: 2. Saturday 5 @ 7:00PM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
TEAM ROPING|M2425C|    BEAR RICHARD(F) (PERF # 1. Friday 4 @ 7:00PM)|MRCA|
TEAM ROPING||PERFORMANCE: 2||
TEAM ROPING|| ||
TEAM ROPING|5483C| 1. PORTER DEVON(F) (PERF # 2. Saturday 5 @ 7:00PM)|SOLSGIRTH, MB|
TEAM ROPING|M1981C|    BRIDGEMAN JUSTIN(H) (PERF # 2. Saturday 5 @ 7:00PM)|BINSCARTH, MB|
TEAM ROPING|6831C| 2. WUDRICH TAYLOR(H) (PERF # 2. Saturday 5 @ 7:00PM)|BOW ISLAND, AB|
TEAM ROPING|6645C|    KLOVANSKY KAL(F) (PERF # 2. Saturday 5 @ 7:00PM)|QU'APPELLE, SK|
TEAM ROPING|2007C| 3. SWITZER BLAINE(H) (PERF # 2. Saturday 5 @ 7:00PM)|SWIFT CURRENT SK|
TEAM ROPING|J6941C|    KORNFELD COLT(F) (PERF # 2. Saturday 5 @ 7:00PM)|VAL MARIE, SK|
TEAM ROPING|7296C| 4. PATON TY(H) (PERF # 2. Saturday 5 @ 7:00PM)|CARNDUFF, SK|
TEAM ROPING|3813C|    GOMERSALL JIM-BOB(F) (PERF # 2. Saturday 5 @ 7:00PM)|MOOSE JAW SK|
TEAM ROPING|J1015C| 5. EBERTS JEFFREY(F) (PERF # 2. Saturday 5 @ 7:00PM)|LUMSDEN SK|
TEAM ROPING|5977C|    HEAGY KEVIN(H) (PERF # 2. Saturday 5 @ 7:00PM)|ROCKGLEN, SK|
TEAM ROPING|6510C| 6. MCLEOD TUFTIN(H) (PERF # 2. Saturday 5 @ 7:00PM)|WALDECK, SK|
TEAM ROPING|6365C|    BROWNLEE GARRETT(F) (PERF # 2. Saturday 5 @ 7:00PM)|MOOSE JAW, SK|
TEAM ROPING|7558| 7. STEINBACH CONNOR(F) (PERF # 2. Saturday 5 @ 7:00PM)|BUSHELL PARK, SK|
TEAM ROPING|7096C|    GEIS MARTIN(H) (PERF # 2. Saturday 5 @ 7:00PM)|MOSSBANK, SK|
TEAM ROPING|7557| 8. ALLAN CLAY(H) (PERF # 2. Saturday 5 @ 7:00PM)|BALMORAL, MB|
TEAM ROPING|3948C|    BEVAN CAREY(F) (PERF # 2. Saturday 5 @ 7:00PM)|CARIEVALE SK|
TEAM ROPING|3812C| 9. SWITZER BEN(F) (PERF # 2. Saturday 5 @ 7:00PM)|HAZENMORE SK|
TEAM ROPING|7408C|    SWITZER CHANSE(H) (PERF # 2. Saturday 5 @ 7:00PM)|HAZENMORE, SK|
TEAM ROPING|6350C| 10. SCHROEDER CLINTON(H) (PERF # 2. Saturday 5 @ 7:00PM)|BRANDON, MB|
TEAM ROPING|6670C|    RUTTEN TANNER(F) (PERF # 2. Saturday 5 @ 7:00PM)|REDVERS, SK|
TEAM ROPING|5950C| 11. ROSS JEREMY(H) (PERF # 2. Saturday 5 @ 7:00PM)|ESTEVAN, SK|
TEAM ROPING|6809C|    OLSON BRETT A(F) (PERF # 2. Saturday 5 @ 7:00PM)|SOUTHEY, SK|
TEAM ROPING|5311C| 12. WILLIAMSON SHAWN(F) (PERF # 2. Saturday 5 @ 7:00PM)|MANKOTA, SK |
TEAM ROPING|J1705C|    MARCENKO ZANE(H) (PERF # 2. Saturday 5 @ 7:00PM)|ROCKGLEN, SK|
TEAM ROPING|M2046C| 13. PLETT CHAD(F) (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|
TEAM ROPING|M2779|    MCPHERSON KOLT(H) (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|
TEAM ROPING|7202C| 14. LANG TONY(F) (PERF # 2. Saturday 5 @ 7:00PM)|CADILLAC, SK|
TEAM ROPING|J7203C|    LANG KELTON(H) (PERF # 2. Saturday 5 @ 7:00PM)|CADILLAC, SK|
TEAM ROPING|3356| 15. STILES CHAD(H) (PERF # 2. Saturday 5 @ 7:00PM)|BRANDON, MB|
