OFFICIAL DRAW FOR TISDALE, SK
Performance: 1. Friday 8 @ 7:00PM
Performance: 2. Saturday 9 @ 6:00PM
Performance: 3. Saturday 9 @ 8:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
TEAM ROPING|LOC6441| 2. JADE LENARD(F) (PERF # 1)|TIS|
TEAM ROPING|LOC6442|    TAYLOR LENARD(H) (PERF # 1)|TIS|
TEAM ROPING|LOC6456| 3. CHASE HOLBROCK(H) (PERF # 1)|TIS|
TEAM ROPING|LOC6457|    TY HOLBROCK(F) (PERF # 1)|TIS|
TEAM ROPING|5942C| 4. SIGFUSSON SCOTT(H) (PERF # 1)|DAVIDSON, SK|
TEAM ROPING|3813C|    GOMERSALL JIM-BOB(F) (PERF # 1)|MOOSE JAW SK|
TEAM ROPING|6699C| 5. JONES TANNER(F) (PERF # 1)|MAPLE CREEK, SK|
TEAM ROPING|L7450C|    ELLIS KATELYN(H) (PERF # 1)|SONNINGDALE, SK|
TEAM ROPING|5640C| 6. MCCANNELL KEVIN(H) (PERF # 1)|CARIEVALE, SK|
TEAM ROPING|3880C|    KMITA TYLER(F) (PERF # 1)|WEYBURN SK|
TEAM ROPING|6670C| 7. RUTTEN TANNER(F) (PERF # 1)|REDVERS, SK|
TEAM ROPING|7296C|    PATON TY(H) (PERF # 1)|CARNDUFF, SK|
TEAM ROPING|6328C| 8. GOODWIN REID(F) (PERF # 1)|PARRY, SK                     |
TEAM ROPING|7302C|    MCDONAL JAMES(H) (PERF # 1)|STOUGHTON, SK|
TEAM ROPING|5426C| 9. CROMARTY DUSTIN(H) (PERF # 1)|REGINA, SK|
TEAM ROPING|7263C|    HANNA RYAN(F) (PERF # 1)|PILOT BUTTE, SK|
TEAM ROPING|3948C| 10. BEVAN CAREY(H) (PERF # 1)|CARIEVALE SK|
TEAM ROPING|5483C|    PORTER DEVON(F) (PERF # 1)|SOLSGIRTH, MB|
TEAM ROPING|6400C| 11. SPENCER BART(H) (PERF # 1)|CARNDUFF, SK |
TEAM ROPING|5421|    GAUBE BRETT(F) (PERF # 1)|WEYBURN, SK|
TEAM ROPING||PERFORMANCE: 2||
TEAM ROPING|| ||
TEAM ROPING|5589C| 1. BRICE SHOAT(H) (PERF # 2)|PARRY, SK    |
TEAM ROPING|5495C|    STEWART GRAHAM(F) (PERF # 2)|DAVIN, SK|
TEAM ROPING|2244C| 2. MCLEOD SCOTT(F) (PERF # 2)|WALDECK SK|
TEAM ROPING|7253C|    MCLEOD TEE(H) (PERF # 2)|WALDECK, SK|
TEAM ROPING|6510C| 3. MCLEOD TUFTIN(H) (PERF # 2)|WALDECK, SK|
TEAM ROPING|4095C|    DRAKE KENT (F) (PERF # 2)|MOOSE JAW, SK|
TEAM ROPING|5270C| 4. CHAPPEL BRADY(F) (PERF # 2)|MOOSE JAW, SK   |
TEAM ROPING|5566C|    CHAPPEL KYLE(H) (PERF # 2)|GRAVELBOURG, SK |
TEAM ROPING|LOC6445| 5. SHANE HORVATH(H) (PERF # 2)|TIS|
TEAM ROPING|LOC6444|    DENNIS HORVATH(F) (PERF # 2)|TIS|
TEAM ROPING|6545C| 6. LEHMANN ASHTON(F) (PERF # 2)|MAYFAIR, SK|
TEAM ROPING|R7005|    ELLIS ORRIN(H) (PERF # 2)|LRA|
TEAM ROPING|3724C| 7. WILLIAMS KEVIN(F) (PERF # 2)|GLENAVON, SK|
TEAM ROPING|3955C|    DUNHAM BRUCE(H) (PERF # 2)|INDIAN HEAD, SK|
TEAM ROPING|5643C| 8. SWITZER MATT(F) (PERF # 2)|YORKTON, SK      |
TEAM ROPING|5940C|    WILLIAMS TRISTAN(H) (PERF # 2)|GLENAVON, SK|
TEAM ROPING|3822C| 9. WARKEN VAUGHN(F) (PERF # 2)|CORONACH, SK    |
TEAM ROPING|7153C|    MCCUAIG TYRIN(H) (PERF # 2)|BENGOUGH, SK|
TEAM ROPING|6278C| 10. SPARROW JARED(F) (PERF # 2)|NORTH BATTLEFORD SK|
TEAM ROPING|6635C|    MASTAD CLAY(H) (PERF # 2)|PLEASANTDALE, SK |
TEAM ROPING|7082C| 11. ROSS ROWDY(H) (PERF # 2)|LANGHAM, SK|
TEAM ROPING|R328140C|    WALKER DUSTIN(F) (PERF # 2)|CPRA|
TEAM ROPING||PERFORMANCE: 3||
TEAM ROPING|| ||
TEAM ROPING|LOC6453| 1. KYLE NYGAARD(H) (PERF # 3)|TIS|
TEAM ROPING|CP2130C|    DOKKEN DWIGHT(F) (PERF # 3)|CABRI, SK|
TEAM ROPING|M2046C| 2. PLETT CHAD(F) (PERF # 3)|MRCA|
TEAM ROPING|M2779C|    MCPHERSON KOLT(H) (PERF # 3)|MRCA|
TEAM ROPING|7417| 3. WILEY BILLY(F) (PERF # 3)|MANOR, SK|
TEAM ROPING|7431|    NAYLEN GREG(H) (PERF # 3)|MARYFIELD, SK|
TEAM ROPING|LOC6459| 4. BRAD NELSON(F) (PERF # 3)|TIS|
TEAM ROPING|LOC6461|    WILL CAMPBELL(H) (PERF # 3)|TIS|
TEAM ROPING|6809C| 5. OLSON BRETT A(F) (PERF # 3)|SOUTHEY, SK|
TEAM ROPING|5585|    BOOTH DUSTIN(H) (PERF # 3)|CALGARY, AB|
TEAM ROPING|1683| 6. MILLER NEIL (H) (PERF # 3)|NEEPAWA, MB|
TEAM ROPING|M2726|    WHELPTON AUSTIN(F) (PERF # 3)|MRCA|
TEAM ROPING|5950C| 7. ROSS JEREMY(H) (PERF # 3)|ESTEVAN, SK|
TEAM ROPING|5592C|    BROWN LANCE(F) (PERF # 3)|VIRDEN, MB|
TEAM ROPING|CP5489C| 8. SCHMIDT ROBERT(H) (PERF # 3)|YELLOW GRASS, SK |
TEAM ROPING|5348C|    MCLEOD BRETT(F) (PERF # 3)|GLENAVON SK|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 1||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J1673C| 1. WILSON JANAE (PERF # 1)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J1599C| 2. MCCANNELL HANNAH (PERF # 1)|CARIEVALE, SK |
JUNIOR GIRLS BARREL RACING|J6847C| 3. ZUNTI KAYBREE (PERF # 1)|UNITY, SK|
JUNIOR GIRLS BARREL RACING|LOC6446| 4. SARAH DEMODS (PERF # 1)|TIS|
JUNIOR GIRLS BARREL RACING|LOC6464| 5. AVRY LUMB (PERF # 1)|TIS|
JUNIOR GIRLS BARREL RACING|LOC6443| 6. BROOKLYN CHABOT (PERF # 1)|TIS|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 2||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J7439| 1. WEBER ASHLEY (PERF # 2)|WEYBURN, SK|
JUNIOR GIRLS BARREL RACING|J7440| 2. WEBER CASSIDY (PERF # 2)|WEYBURN, SK|
JUNIOR GIRLS BARREL RACING|J1549C| 3. BOWDITCH AMY (PERF # 2)|SYLVANIA, SK|
JUNIOR GIRLS BARREL RACING|J7350C| 4. MASTAD IVY (PERF # 2)|PLEASANTDALE, SK|
JUNIOR GIRLS BARREL RACING|J7351C| 5. MASTAD LILA (PERF # 2)|PLEASANTDALE, SK|
JUNIOR GIRLS BARREL RACING|LOC6450| 6. EMILY JAMES (PERF # 2)|TIS|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 3||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J6867C| 1. KING CASSIDY (PERF # 3)|WAINWRIGHT AB|
JUNIOR GIRLS BARREL RACING|LOC6449| 2. KAYLI PETERS (PERF # 3)|TIS|
JUNIOR GIRLS BARREL RACING|M2839| 3. KEELEY JILLIAN (PERF # 3)|MRCA|
JUNIOR GIRLS BARREL RACING|M2838| 4. KEELEY GRACE (PERF # 3)|MRCA|
JUNIOR GIRLS BARREL RACING|J7441| 5. PLETT LEANNE (PERF # 3)|GRUNTHAL, MB|
NOVICE BAREBACK ||PERFORMANCE: 2||
NOVICE BAREBACK || ||
NOVICE BAREBACK |N7453C| 1. WOLFE CLINT (PERF # 2)|WYNYARD, SK|
NOVICE SADDLE BRONC ||PERFORMANCE: 1||
NOVICE SADDLE BRONC || ||
NOVICE SADDLE BRONC |N7115C| 1. COTE WACEY (PERF # 1)|MOOSE JAW, SK|
NOVICE SADDLE BRONC ||PERFORMANCE: 2||
NOVICE SADDLE BRONC || ||
NOVICE SADDLE BRONC |N7452C| 1. WOLFE SHANE (PERF # 2)|WYNYARD, SK|
NOVICE SADDLE BRONC |N7451C| 2. WOLFE CJ (PERF # 2)|WYNYARD, SK|
