OFFICIAL DRAW FOR CENTRAL BUTTE, SK
Performance: 1. Friday 22 @ 7:00PM
Performance: 2. Saturday 23 @ 7:00PM
Performance: 3. Saturday 23 @ 10:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
JUNIOR GIRLS BARREL RACING|C8052| 5. URASAKI JENNA (PERF # 1)|CRA|
JUNIOR GIRLS BARREL RACING|C7363C| 6. HUGHSON SYDNEY (PERF # 1)|FOREMOST, AB|
JUNIOR GIRLS BARREL RACING|C6757C| 7. AKUNE BROOKE (PERF # 1)|CRA|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 2||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J1662C| 1. RESCH LOGAN (PERF # 2)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J1599C| 2. MCCANNELL HANNAH (PERF # 2)|CARIEVALE, SK |
JUNIOR GIRLS BARREL RACING|J7468| 3. MURPHY SYDNEY (PERF # 2)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J7381C| 4. WINDJACK SYDNEY (PERF # 2)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J7079C| 5. COWIE KARLI (PERF # 2)|MANKOTA, SK|
JUNIOR GIRLS BARREL RACING|J1673C| 6. WILSON JANAE (PERF # 2)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J7147C| 7. ANDERSON HALLIE (PERF # 2)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 3||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J1193C| 1. GORDON CASSIDY (PERF # 3)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J7394C| 2. DRAKE KOLLINS (PERF # 3)|MOOSE JAW, SK|
JUNIOR GIRLS BARREL RACING|J1690C| 3. LOCKIE SHELBY (PERF # 3)|BALGONIE, SK|
JUNIOR GIRLS BARREL RACING|J6867C| 4. KING CASSIDY (PERF # 3)|WAINWRIGHT AB|
JUNIOR GIRLS BARREL RACING|J7441| 5. PLETT LEANNE (PERF # 3)|GRUNTHAL, MB|
JUNIOR GIRLS BARREL RACING|J7474| 6. GLASCOCK MADISON (PERF # 3)|MAPLE CREEK, SK|
JUNIOR GIRLS BARREL RACING|J7502| 7. BROST ERICA (PERF # 3)|IRVINE, AB|
JUNIOR GIRLS BARREL RACING|J7425| 8. LOCKIE LARAMIE (PERF # 3)|WASKADA, MB|
JUNIOR GIRLS BARREL RACING|J7424| 9. LOCKIE MELAYNA (PERF # 3)|WASKADA, MB|
JUNIOR GIRLS BARREL RACING|J7440| 10. WEBER CASSIDY (PERF # 3)|WEYBURN, SK|
NOVICE BULL RIDING ||PERFORMANCE: 1||
NOVICE BULL RIDING || ||
NOVICE BULL RIDING |7418C| 1. KOTYLAK DALLAS (PERF # 1)|PILOT BUTTE, SK|C001 
NOVICE BULL RIDING |7060C| 2. DOWNS COLEMAN (PERF # 1)|BALGONIE, SK|C002 
NOVICE BULL RIDING |1675C| 3. EBERLE KYLE (PERF # 1)|PILOT BUTTE, SK|C003 
NOVICE BULL RIDING |M2741| 4. WHEELANS COLBY (PERF # 1)|MRCA|C004 
NOVICE BULL RIDING |N7352C| 5. HARTMAN COLE (PERF # 1)|LANCER, SK|C005 
NOVICE BULL RIDING |N1668C| 6. HARTMAN CHAD (PERF # 1)|LANCER, SK|C006 
NOVICE BULL RIDING ||PERFORMANCE: 2||
NOVICE BULL RIDING || ||
NOVICE BULL RIDING |J6983C| 1. PETERSON LOGAN (PERF # 2)|GLENTWORTH, SK|C007 
