OFFICIAL DRAW FOR MOOSOMIN
Performance: 1. Friday 8 @ 6:30PM
Performance: 2. Saturday 9 @ 6:30PM
Performance: 3. Saturday 9 @ 9:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
TEAM ROPING|5495C|    STEWART GRAHAM(F) (PERF # 3)|DAVIN, SK|
TEAM ROPING|M2800| 8. CORNELSON AUSTIN(H) (PERF # 3)|MRCA|
TEAM ROPING|M200C|    HAY CURTIS(F) (PERF # 3)|MRCA|
TEAM ROPING|7283C| 9. HICKS TYRELL(H) (PERF # 3)|MORTLACH, SK|
TEAM ROPING|7500|    FLORES ROBERT(F) (PERF # 3)|MORTLACH, SK|
TEAM ROPING|3880C| 10. KMITA TYLER(F) (PERF # 3)|WEYBURN SK|
TEAM ROPING|5640C|    MCCANNELL KEVIN(H) (PERF # 3)|CARIEVALE, SK|
TEAM ROPING|6742C| 11. STUBER AUSTIN(F) (PERF # 3)|REDCLIFF, AB|
TEAM ROPING|7297C|    STUBER WYATT(H) (PERF # 3)|REDCLIFF, AB|
TEAM ROPING|7532| 12. MITCHELL COLE(H) (PERF # 3)|OAK LAKE, MB|
TEAM ROPING|6933C|    SMITH LAYNE(F) (PERF # 3)|OAK LAKE, MB|
TEAM ROPING|7296C| 13. PATON TY(H) (PERF # 3)|CARNDUFF, SK|
TEAM ROPING|6670C|    RUTTEN TANNER(F) (PERF # 3)|REDVERS, SK|
TEAM ROPING|7408C| 14. SWITZER CHANSE(F) (PERF # 3)|HAZENMORE, SK|
TEAM ROPING|3812C|    SWITZER BEN(H) (PERF # 3)|HAZENMORE SK|
TEAM ROPING|6738C| 15. BROWNLEE CLAY(H) (PERF # 3)|MOOSE JAW, SK|
TEAM ROPING|6809C|    OLSON BRETT A(F) (PERF # 3)|SOUTHEY, SK|
TEAM ROPING|5426C| 16. CROMARTY DUSTIN(H) (PERF # 3)|REGINA, SK|
TEAM ROPING|7263C|    HANNA RYAN(F) (PERF # 3)|PILOT BUTTE, SK|
TEAM ROPING|5483C| 17. PORTER DEVON(F) (PERF # 3)|SOLSGIRTH, MB|
TEAM ROPING|1705C|    MARCENKO ZANE(H) (PERF # 3)|ROCKGLEN, SK|
TEAM ROPING|5642C| 18. SCHMIDT JASON(H) (PERF # 3)|MEDICINE HAT, AB|
TEAM ROPING|3746C|    SCHREINER CLINT(F) (PERF # 3)|MEDICINE HAT AB|
TEAM ROPING|7144C| 19. HAY SKYLAR(H) (PERF # 3)|POPLAR POINT, MB|
TEAM ROPING|M2621C|    HAY RILEY(F) (PERF # 3)|MRCA|
TEAM ROPING|3955C| 20. DUNHAM BRUCE(H) (PERF # 3)|INDIAN HEAD, SK|
TEAM ROPING|3724C|    WILLIAMS KEVIN(F) (PERF # 3)|GLENAVON, SK|
TEAM ROPING|5020C| 21. GETZ TYLER(F) (PERF # 3)|LUCKY LAKE, SK|
TEAM ROPING|2007C|    SWITZER BLAINE(H) (PERF # 3)|SWIFT CURRENT SK|
TEAM ROPING|5335C| 22. KRAFT DALTON(H) (PERF # 3)|IRVINE, AB|
TEAM ROPING|6448|    TUNKE TRENT(F) (PERF # 3)|MEDICINE HAT, AB|
TEAM ROPING|7383C| 23. KELLY CLINT(F) (PERF # 3)|BRANDON, MB|
TEAM ROPING|7461|    KELLY CODY(H) (PERF # 3)|BRANDON, MB|
TEAM ROPING|6835C| 24. BROWN ORY(F) (PERF # 3)|LENORE, MB|
TEAM ROPING|3348|    BROWN ORVILLE(H) (PERF # 3)|LENORE MB|
TEAM ROPING|5462| 25. LEEPART MIKE(F) (PERF # 3)|BRANDON, MB|
TEAM ROPING|3356|    STILES CHAD(H) (PERF # 3)|BRANDON, MB|
